Abitanti,
Boletina,
Boltija,
Bonini,
Boračeva,
Boreci,
Boreča,
Borejci,
Boričevo,
Borjana,
Borje,
Borje pri Mlinšah,
Borovak pri Podkumu,
Borovak pri Polšniku,
Borovci,
Borovec pri Karlovici,
Borovec pri Kočevski Reki,
Borovnica,
Boršt,
Boršt,
Boršt,
Boršt pri Dvoru,
Bosljiva Loka,
Bošamarin,
Boštanj,
Boštetje,
Botričnica,
Bovec,
Bovše,
Božakovo,
Božič Vrh,
Božje,
Bračna vas,
Branik,
Brankovo,
Branoslavci,
Braslovče,
Bratislavci,
Bratnice,
Bratonci,
Bratonečice,
Brce,
Brda,
Brda,
Brdarci,
Brdce,
Brdce,
Brdce nad Dobrno,
Brdice pri Kožbani,
Brdice pri Neblem,
Brdinje,
Brdo,
Brdo,
Brdo,
Brdo,
Brdo,
Brdo,
Brdo pri Lukovici,
Brebovnica,
Brecljevo,
Breg,
Breg,
Breg,
Breg,
Breg ob Bistrici,
Breg ob Kokri,
Breg ob Savi,
Breg pri Borovnici,
Breg pri Dobu,
Breg pri Golem Brdu,
Breg pri Kočevju,
Breg pri Komendi,
Breg pri Konjicah,
Breg pri Litiji,
Breg pri Polzeli,
Breg pri Ribnici na Dolenjskem,
Breg pri Sinjem Vrhu,
Breg pri Temenici,
Breg pri Zagradcu,
Brege,
Breginj,
Brekovice,
Brengova,
Bresnica,
Brest,
Brestanica,
Bresternica,
Brestje,
Brestovec,
Brestovica pri Komnu,
Brestovica pri Povirju,
Breška vas,
Breza,
Brezen,
Brezje,
Brezje,
Brezje,
Brezje,
Brezje,
Brezje,
Brezje,
Brezje nad Kamnikom,
Brezje ob Slomu,
Brezje pod Nanosom,
Brezje pri Bojsnem,
Brezje pri Dobjem,
Brezje pri Dobrovi,
Brezje pri Dobu,
Brezje pri Dovškem,
Brezje pri Grosupljem,
Brezje pri Kumpolju,
Brezje pri Lekmarju,
Brezje pri Lipoglavu,
Brezje pri Ločah,
Brezje pri Oplotnici,
Brezje pri Podplatu,
Brezje pri Poljčanah,
Brezje pri Raki,
Brezje pri Rožnem Dolu,
Brezje pri Senušah,
Brezje pri Slovenski Bistrici,
Brezje pri Šentjerneju,
Brezje pri Trebelnem,
Brezje pri Tržiču,
Brezje pri Veliki Dolini,
Brezje pri Vinjem Vrhu,
Brezje v Podbočju,
Brezni Vrh,
Breznica,
Breznica,
Breznica pod Lubnikom,
Breznica pri Žireh,
Breznik,
Breznik,
Brezno,
Brezno,
Brezova Reber,
Brezova Reber pri Dvoru,
Brezova,
Brezovci,
Brezovci,
Brezovec,
Brezovec,
Brezovec pri Polju,
Brezovec pri Rogatcu,
Brezovi Dol,
Brezovica,
Brezovica,
Brezovica,
Brezovica,
Brezovica na Bizeljskem,
Brezovica pri Borovnici,
Brezovica pri Črmošnjicah,
Brezovica pri Dobu,
Brezovica pri Gradinu,
Brezovica pri Ljubljani,
Brezovica pri Medvodah,
Brezovica pri Metliki,
Brezovica pri Mirni,
Brezovica pri Predgradu,
Brezovica pri Stopičah,
Brezovica pri Trebelnem,
Brezovica pri Zlatem Polju,
Brezovica v Podbočju,
Brezovk,
Brezovo,
Brezovo,
Brezovo Brdo,
Brezovska Gora,
Brezula,
Breže,
Brežec pri Divači,
Brežec pri Podgorju,
Brežice,
Brglez,
Brič,
Briga,
Brinje,
Brinje,
Brinovščica,
Briše pri Polhovem Gradcu,
Briše,
Briše,
Britof,
Brje,
Brje pri Komnu,
Brje pri Koprivi,
Brlog,
Brlog,
Brlog,
Brnica,
Brnica,
Brod,
Brod v Podbočju,
Brode,
Brode,
Brodnice,
Brsnik,
Brstnik,
Brstovec,
Brstovnica,
Bršlenovica,
Bruhanja vas,
Bruna vas,
Brunk,
Brunška Gora,
Brunšvik,
Brvace,
Brvi,
Buč,
Buče,
Bučečovci,
Bučerca,
Bučka,
Bučkovci,
Budanje,
Budganja vas,
Budihni,
Budinci,
Budna vas,
Buje,
Bukošek,
Bukov Vrh nad Visokim,
Bukov Vrh,
Bukova Gora,
Bukovca,
Bukovci,
Bukovec,
Bukovec,
Bukovec pri Poljanah,
Bukovica,
Bukovica,
Bukovica,
Bukovica,
Bukovica pri Litiji,
Bukovica pri Vodicah,
Bukovje,
Bukovje,
Bukovje,
Bukovje pri Slivnici,
Bukovje v Babni Gori,
Bukovlje,
Bukovnica,
Bukovo,
Bukovska vas,
Bukovski Vrh,
Bukovščica,
Bukovžlak,
Bunčani,
Bušeča vas,
Bušinja vas,
Bušinec,
Butajnova,
Butari,
Butoraj,
Cajnarje,
Cankova,
Cegelnica,
Ceglo,
Celestrina,
Celine,
Celje,
Cenkova,
Centa,
Cepki,
Cerej,
Cerina,
Cerkljanska Dobrava,
Cerkljanski Vrh,
Cerklje na Gorenjskem,
Cerklje ob Krki,
Cerknica,
Cerkno,
Cerkvenjak,
Cerkvišče,
Cerov Log,
Cerovec,
Cerovec,
Cerovec,
Cerovec pod Bočem,
Cerovec pri Črešnjevcu,
Cerovec pri Šmarju,
Cerovec pri Trebelnem,
Cerovec Stanka Vraza,
Cerovica,
Cerovo,
Ceršak,
Cesta,
Cesta,
Ceste,
Cetore,
Cezanjevci,
Cezlak,
Ciglence,
Cigonca,
Cikava,
Cikava,
Ciringa,
Cirje,
Cirknica,
Cirkovce,
Cirkulane,
Cirkuše,
Cirkuše v Tuhinju,
Cirnik,
Cirnik,
Cmereška Gorca,
Cogetinci,
Coklovca,
Col,
Coljava,
Colnarji,
Crngrob,
Cuber,
Cundrovec,
Cunkovci,
Curnovec,
Curnovec,
Cven,
Cvetkovci,
Cvišlerji,
Čabrače,
Čača vas,
Čadovlje pri Tržiču,
Čadovlje,
Čadram,
Čadramska vas,
Čadraže,
Čadrg,
Čagona,
Čagošče,
Čakova,
Čanje,
Čateška Gora,
Čatež,
Čatež ob Savi,
Čebine,
Čeče,
Čedem,
Čehovini,
Čekovnik,
Čelevec,
Čelje,
Čelovnik,
Čemše,
Čemšenik,
Čentiba,
Čentur,
Čepinci,
Čeplez,
Čeplje,
Čeplje,
Čeplje,
Čeplje,
Čepno,
Čepovan,
Čepulje,
Čermožiše,
Černelavci,
Češča vas,
Češenik,
Češnjevek,
Češnjevek,
Češnjica,
Češnjica pri Kropi,
Češnjice,
Češnjice,
Češnjice pri Moravčah,
Češnjice pri Trebelnem,
Češnjice pri Zagradcu,
Češnjice v Tuhinju,
Četena Ravan,
Četež pri Strugah,
Četež pri Turjaku,
Čezsoča,
Čežarji,
Čiginj,
Čikečka vas,
Čilpah,
Čimerno,
Činžat,
Čipnje,
Čisti Breg,
Čohovo,
Čolnišče,
Črenšovci,
Čreškova,
Črešnjevci,
Črešnjevec,
Črešnjevec,
Črešnjevec ob Bistrici,
Črešnjevec ob Dravi,
Črešnjevec pri Dragatušu,
Črešnjevec pri Oštrcu,
Črešnjevec pri Semiču,
Črešnjice,
Črešnjice,
Črešnjice nad Pijavškim,
Črešnjice pri Cerkljah,
Črešnova,
Čreta,
Čreta,
Čreta pri Kokarjah,
Čretež pri Krškem,
Čretvež,
Črmlja,
Črmljenšak,
Črmošnjice,
Črmošnjice pri Stopičah,
Črna na Koroškem,
Črna pri Kamniku,
Črna vas,
Črnec,
Črneča vas,
Črneče,
Črneška Gora,
Črni Kal,
Črni Potok,
Črni Potok pri Dragi,
Črni Potok pri Kočevju,
Črni Potok pri Velikih Laščah,
Črni Vrh,
Črni Vrh,
Črni Vrh,
Črni Vrh v Tuhinju,
Črniče,
Črnivec,
Črnolica,
Črnomelj,
Črnotiče,
Črnova,
Čučja Mlaka,
Čudno selo,
Čurile,
Čušperk,
Čužnja vas,
Daber,
Dalce,
Daljni Vrh,
Dalnje Njive,
Damelj,
Dane pri Divači,
Dane pri Sežani,
Dane,
Dane,
Dankovci,
Davča,
Debeče,
Debenec,
Debeni,
Debro,
Dečina,
Dečja vas pri Zagradcu,
Dečja vas,
Dečno selo,
Dedna Gora,
Dedni Dol,
Dedni Vrh,
Dednik,
Dednja vas,
Dekani,
Dekmanca,
Delač,
Delnice,
Depala vas,
Desenci,
Desinec,
Deskle,
Deskova vas,
Desnjak,
Destrnik,
Dešeča vas,
Dešen,
Devina,
Dežno pri Makolah,
Dežno pri Podlehniku,
Dilce,
Dilici,
Divača,
Divči,
Dob pri Šentvidu,
Dob,
Dobe,
Dobec,
Dobeno,
Dobeno,
Dobindol,
Dobja vas,
Dobje pri Lesičnem,
Dobje pri Planini,
Dobje,
Dobje,
Dobje,
Doblar,
Doblatina,
Dobletina,
Dobležiče,
Dobliče,
Doblička Gora,
Dobova,
Dobovec pri Ponikvi,
Dobovec pri Rogatcu,
Dobovec,
Dobovica,
Dobovlje,
Dobovo,
Dobrava ob Krki,
Dobrava pod Rako,
Dobrava pri Konjicah,
Dobrava pri Kostanjevici,
Dobrava pri Stični,
Dobrava pri Škocjanu,
Dobrava,
Dobrava,
Dobrava,
Dobrava,
Dobrava,
Dobrava,
Dobravica pri Velikem Gabru,
Dobravica,
Dobravica,
Dobravica,
Dobravlje,
Dobravlje,
Dobravšce,
Dobrič,
Dobrije,
Dobrina,
Dobrina,
Dobriša vas,
Dobriška vas,
Dobrljevo,
Dobrna,
Dobrnež,
Dobrnič,
Dobro Polje,
Dobro Polje,
Dobrova pri Dravogradu,
Dobrova pri Prihovi,
Dobrova,
Dobrova,
Dobrova,
Dobrovce,
Dobrovlje pri Mozirju,
Dobrovlje,
Dobrovlje,
Dobrovnik,
Dobrovo,
Dobrovščak,
Dobruša,
Dobruška vas,
Dogoše,
Doklece,
Dokležovje,
Dol pod Gojko,
Dol pri Borovnici,
Dol pri Hrastniku,
Dol pri Hrastovljah,
Dol pri Laškem,
Dol pri Ljubljani,
Dol pri Pristavi,
Dol pri Stopercah,
Dol pri Šmarjeti,
Dol pri Šmarju,
Dol pri Trebnjem,
Dol pri Vogljah,
Dol,
Dol,
Dol,
Dol,
Dolanci,
Dolane,
Dole pod Sveto Trojico,
Dole pri Krašcah,
Dole pri Litiji,
Dole pri Polici,
Dole pri Škofljici,
Dole,
Dole,
Dole,
Dolena,
Dolenci,
Dolenčice,
Dolenja Brezovica,
Dolenja Brezovica,
Dolenja Dobrava,
Dolenja Dobrava,
Dolenja Lepa vas,
Dolenja Nemška vas,
Dolenja Pirošica,
Dolenja Podgora,
Dolenja Ravan,
Dolenja Stara vas,
Dolenja Trebuša,
Dolenja vas pri Artičah,
Dolenja vas pri Čatežu,
Dolenja vas pri Črnomlju,
Dolenja vas pri Krškem,
Dolenja vas pri Mirni Peči,
Dolenja vas pri Polhovem Gradcu,
Dolenja vas pri Polici,
Dolenja vas pri Raki,
Dolenja vas pri Temenici,
Dolenja vas,
Dolenja vas,
Dolenja vas,
Dolenja vas,
Dolenja vas,
Dolenja vas,
Dolenja vas,
Dolenja Žetina,
Dolenjci,
Dolenje Brdo,
Dolenje Dole,
Dolenje Gradišče pri Šentjerneju,
Dolenje Gradišče,
Dolenje Grčevje,
Dolenje Jesenice,
Dolenje Jezero,
Dolenje Kališče,
Dolenje Kamenje pri Dobrniču,
Dolenje Kamenje,
Dolenje Karteljevo,
Dolenje Kronovo,
Dolenje Laknice,
Dolenje Lakovnice,
Dolenje Medvedje Selo,
Dolenje Mokro Polje,
Dolenje Otave,
Dolenje Podpoljane,
Dolenje Poljane,
Dolenje Polje,
Dolenje Ponikve,
Dolenje pri Jelšanah,
Dolenje Radulje,
Dolenje Selce,
Dolenje Skopice,
Dolenje Sušice,
Dolenje Vrhpolje,
Dolenje Zabukovje,
Dolenje,
Dolenje,
Dolenje,
Dolenji Boštanj,
Dolenji Globodol,
Dolenji Lazi,
Dolenji Leskovec,
Dolenji Maharovec,
Dolenji Novaki,
Dolenji Podboršt pri Trebnjem,
Dolenji Podboršt,
Dolenji Podšumberk,
Dolenji Potok,
Dolenji Radenci,
Dolenji Suhadol,
Dolenji Suhor pri Vinici,
Dolenji Vrh,
Dolenjske Toplice,
Dolga Brda,
Dolga Gora,
Dolga Njiva pri Šentlovren,
Dolga Poljana,
Dolga Raka,
Dolga vas,
Dolga vas,
Dolge Njive,
Dolge Njive,
Dolgi Laz,
Dolgi Vrh,
Dolgo Brdo pri Mlinšah,
Dolgo Brdo,
Dolgo Brdo,
Dolgovaške Gorice,
Dolič,
Dolič,
Dolina pri Lendavi,
Dolina,
Dolina,
Dolje,
Dolnja Bistrica,
Dolnja Bitnja,
Dolnja Briga,
Dolnja Košana,
Dolnja Lokvica,
Dolnja Paka,
Dolnja Počehova,
Dolnja Prekopa,
Dolnja Stara vas,
Dolnja Težka Voda,
Dolnje Brezovo,
Dolnje Cerovo,
Dolnje Dobravice,
Dolnje Impolje,
Dolnje Ležeče,
Dolnje Ložine,
Dolnje Mraševo,
Dolnje Orle,
Dolnje Prapreče,
Dolnje Retje,
Dolnje Vreme,
Dolnji Ajdovec,
Dolnji Kot,
Dolnji Križ,
Dolnji Lakoš,
Dolnji Slaveči,
Dolnji Suhor pri Metliki,
Dolnji Vrh,
Dolnji Zemon,
Dolsko,
Dol - Suha,
Dolšce,
Dolščaki,
Dolž,
Domajinci,
Domanjševci,
Dombrava,
Domžale,
Donačka Gora,
Dorfarje,
Dornava,
Dornberk,
Dornice,
Doropolje,
Doslovče,
Dovje,
Dovško,
Dovže,
Draga pri Sinjem Vrhu,
Draga pri Šentrupertu,
Draga,
Draga,
Draga,
Draga,
Draga,
Dragatuš,
Drage,
Dragočajna,
Dragomelj,
Dragomer,
Dragomilo,
Dragomlja vas,
Dragonja vas,
Dragonja,
Dragoši,
Dragotinci,
Dragovanja vas,
Dragovič,
Dragovšek,
Dragučova,
Drakovci,
Drakšl,
Drama,
Dramlja,
Dramlje,
Drankovec,
Drašča vas,
Drašiči,
Dravci,
Dravče,
Dravinjski Vrh,
Dravograd,
Dravski Dvor,
Draža vas,
Dražen Vrh - del,
Dražen Vrh - del,
Draženci,
Draževnik,
Dražgoše,
Dražica,
Drbetinci,
Drča,
Drečji Vrh,
Dren,
Drenik,
Drenje,
Drenov Grič,
Drenovec pri Bukovju,
Drenovec pri Leskovcu,
Drenovec,
Drenovec,
Drensko Rebro,
Drešinja vas,
Drevenik,
Drežnica,
Drežnik,
Drežnik,
Drežniške Ravne,
Drganja Sela,
Drnovk,
Drnovo,
Drobinsko,
Drobočnik,
Drobtinci,
Drožanje,
Drskovče,
Drstelja,
Drtija,
Drumlažno,
Drušče,
Družina,
Družinska vas,
Družmirje,
Drvanja,
Dule,
Dule,
Dunaj,
Dupeljne,
Duplje,
Dutovlje,
Dvor pri Polhovem Gradcu,
Dvor,
Dvor,
Dvor,
Dvor,
Dvorce,
Dvori,
Dvorjane,
Dvorje,
Dvorje,
Dvorska vas,
Dvorska vas,
Erzelj,
Fabci,
Fala,
Fala,
Famlje,
Fara,
Fara,
Farovec,
Fijeroga,
Filipčje Brdo,
Filovci,
Finkovo,
Flekušek,
Florjan pri Gornjem Gradu,
Florjan,
Fojana,
Fokovci,
Forme,
Formin,
Fošt,
Frajhajm,
Fram,
Frankolovo,
Frankovci,
Frluga,
Froleh,
Fučkovci,
Fužina,
Fužine,
Gaberje,
Gaberje,
Gaberke,
Gabernik,
Gabrc,
Gabrce,
Gabrče,
Gabrijele,
Gabrje pod Limbarsko Goro,
Gabrje pod Špilkom,
Gabrje pri Dobovi,
Gabrje pri Ilovi Gori,
Gabrje pri Jančah,
Gabrje pri Soteski,
Gabrje pri Stični,
Gabrje,
Gabrje,
Gabrje,
Gabrje,
Gabrk,
Gabrk,
Gabrnik,
Gabrnik,
Gabrno,
Gabrovčec,
Gabrovec pri Dramljah,
Gabrovec pri Kostrivnici,
Gabrovica pri Črnem Kalu,
Gabrovica pri Komnu,
Gabrovka pri Zagradcu,
Gabrovka,
Gabrovlje,
Gabrovnica,
Gabrovnik,
Gabrovo,
Gabrska Gora,
Gabrsko,
Gabrška Gora,
Gačnik,
Gaj nad Mariborom,
Gaj,
Gaj,
Gaj,
Gajevci,
Gajniče,
Gajševci,
Galantiči,
Galicija,
Galušak,
Gančani,
Gašpinovo,
Gatina,
Gavce,
Gazice,
Gažon,
Gederovci,
Genterovci,
Gerečja vas,
Gerlinci,
Geršiči,
Gibina,
Gibina,
Gladloka,
Gladomes,
Glažuta,
Glem,
Glina,
Glinek,
Glinek,
Glinje,
Glinje,
Glinsko,
Globel,
Globočdol,
Globoče,
Globočice pri Kostanjevici,
Globočice,
Globoka,
Globoko ob Dravinji,
Globoko pri Šmarju,
Globoko,
Globoko,
Globoko,
Glogov Brod,
Glogovica,
Gmajna,
Gmajna,
Gmajnica,
Gobnik,
Gobovce,
Goče,
Gočova,
Godemarci,
Godeninci,
Godešič,
Godič,
Godičevo,
Godnje,
Godovič,
Gojače,
Golac,
Golavabuka,
Golčaj,
Golče,
Golek pri Vinici,
Golek,
Golek,
Goli Vrh,
Goli Vrh,
Golica,
Golice,
Golišče,
Goljek,
Golnik,
Golo Brdo,
Golo Brdo,
Golo,
Golobinjek ob Sotli,
Golobinjek pri Planini,
Golobinjek,
Golušnik,
Gombišče,
Gomila pri Kogu,
Gomila,
Gomila,
Gomilci,
Gomilica,
Gomilsko,
Gonjače,
Gora pri Komendi,
Gora pri Pečah,
Gora,
Gora,
Gorca,
Gorče,
Gore,
Gore,
Goreljce,
Goreljek,
Gorenja Brezovica,
Gorenja Brezovica,
Gorenja Dobrava,
Gorenja Dobrava,
Gorenja Gomila,
Gorenja Kanomlja,
Gorenja Lepa vas,
Gorenja Nemška vas,
Gorenja Pirošica,
Gorenja Podgora,
Gorenja Ravan,
Gorenja Stara vas,
Gorenja Trebuša,
Gorenja vas - Reteče,
Gorenja vas pri Čatežu,
Gorenja vas pri Leskovcu,
Gorenja vas pri Mirni,
Gorenja vas pri Mokronogu,
Gorenja vas pri Polici,
Gorenja vas pri Šmarjeti,
Gorenja vas,
Gorenja vas,
Gorenja vas,
Gorenja vas,
Gorenja vas,
Gorenja Žaga,
Gorenja Žetina,
Gorenjci pri Adlešičih,
Gorenje Blato,
Gorenje Brdo,
Gorenje Brezovo,
Gorenje Dole,
Gorenje Dole,
Gorenje Gradišče pri Šentjerneju,
Gorenje Gradišče,
Gorenje Grčevje,
Gorenje Jelenje,
Gorenje Jesenice,
Gorenje Jezero,
Gorenje Kališče,
Gorenje Kamence,
Gorenje Kamenje pri Dobrniču,
Gorenje Kamenje,
Gorenje Karteljevo,
Gorenje Kronovo,
Gorenje Laknice,
Gorenje Lakovnice,
Gorenje Medvedje selo,
Gorenje Mokro Polje,
Gorenje Mraševo,
Gorenje Otave,
Gorenje Podpoljane,
Gorenje Polje,
Gorenje Ponikve,
Gorenje pri Divači,
Gorenje pri Zrečah,
Gorenje Radulje,
Gorenje Selce,
Gorenje Skopice,
Gorenje Sušice,
Gorenje Vrhpolje,
Gorenje Zabukovje,
Gorenje,
Gorenje,
Gorenje,
Gorenje,
Gorenji Globodol,
Gorenji Lazi,
Gorenji Leskovec,
Gorenji Log,
Gorenji Maharovec,
Gorenji Mokronog,
Gorenji Novaki,
Gorenji Podboršt pri Veliki Loki,
Gorenji Podboršt,
Gorenji Podšumberk,
Gorenji Potok,
Gorenji Radenci,
Gorenji Suhadol,
Gorenji Vrh pri Dobrniču,
Gorenji Vrsnik,
Gorenjski Vrh,
Gorica,
Gorica,
Gorica,
Gorica,
Gorica,
Gorica na Medvedjeku,
Gorica pri Dobjem,
Gorica pri Oplotnici,
Gorica pri Raztezu,
Gorica pri Slivnici,
Gorica pri Šmartnem,
Goriča vas,
Goričak,
Goričane,
Goriče pri Famljah,
Goriče,
Goriče,
Goričica pod Krimom,
Goričica pri Ihanu,
Goričica pri Moravčah,
Goričica,
Goričice,
Goriška Gora,
Goriška vas pri Škocjanu,
Goriška vas,
Goriški Vrh,
Gorišnica,
Gorjane,
Gorjansko,
Gorje,
Gorjuša,
Gorjuše,
Gornja Bistrica,
Gornja Bitnja,
Gornja Briga,
Gornja Košana,
Gornja Lokvica,
Gornja Paka,
Gornja Prekopa,
Gornja Radgona,
Gornja Stara vas,
Gornja Težka Voda,
Gornja vas,
Gornja vas,
Gornje Brezovo,
Gornje Cerovo,
Gornje Dobravice,
Gornje Impolje,
Gornje Laze,
Gornje Ležeče,
Gornje Ložine,
Gornje Orle,
Gornje Pijavško,
Gornje Prapreče,
Gornje Ravne,
Gornje Retje,
Gornje Vreme,
Gornji Ajdovec,
Gornji Črnci,
Gornji Dolič,
Gornji Grad,
Gornji Ig,
Gornji Ivanjci,
Gornji Ključarovci,
Gornji Kot,
Gornji Križ,
Gornji Lakoš,
Gornji Lenart,
Gornji Petrovci,
Gornji Rogatec,
Gornji Slaveči,
Gornji Suhor pri Metliki,
Gornji Suhor pri Vinici,
Gornji Vrh,
Gornji Zemon,
Goropeke,
Gorski Vrh,
Gortina,
Gosteče,
Gostinca,
Gotenc,
Gotenica,
Gotovlje,
Govce,
Goveji Dol,
Govejk,
Gozd Martuljek,
Gozd,
Gozd,
Gozd,
Gozdec,
Gozd - Reka,
Grabče,
Grabe pri Ljutomeru,
Grabe,
Grabe,
Graben,
Grabonoš,
Grabonoški Vrh,
Grabrovec,
Grabšinci,
Gračič,
Gračišče,
Gračnica,
Grad,
Grad,
Gradac,
Gradec,
Gradec,
Gradenc,
Gradenje,
Gradenšak,
Gradež,
Gradiček,
Gradin,
Gradišča,
Gradiščak,
Gradišče na Kozjaku,
Gradišče nad Pijavo Gorico,
Gradišče nad Prvačino,
Gradišče pri Divači,
Gradišče pri Litiji,
Gradišče pri Lukovici,
Gradišče pri Materiji,
Gradišče pri Ormožu,
Gradišče pri Raki,
Gradišče pri Štjaku,
Gradišče pri Trebnjem,
Gradišče pri Vipavi,
Gradišče pri Vojniku,
Gradišče v Tuhinju,
Gradišče,
Gradišče,
Gradišče,
Gradišče,
Gradišče,
Gradišče,
Gradišče,
Gradišica,
Gradiška,
Gradiške Laze,
Gradiški Dol,
Gradiško,
Gradnik,
Gradnje,
Gradnje,
Gradno,
Grahovo Brdo,
Grahovo ob Bači,
Grahovo,
Grahovše,
Grajena,
Grajenščak,
Grajska vas,
Grant,
Graška Gora,
Grč Vrh,
Grčarevec,
Grčarice,
Grčarske Ravne,
Grdina,
Grebenje,
Gregovce,
Grenc,
Gresovščak,
Grgar,
Grgarske Ravne,
Grgelj,
Griblje,
Grič pri Dobličah,
Grič pri Klevevžu,
Grič pri Trebnjem,
Grič,
Grič,
Grinjan,
Grintovec pri Osilnici,
Grintovec,
Grintovec,
Grivac,
Grivče,
Griže,
Griže,
Griže,
Grlava,
Grliče,
Grlinci,
Grm pri Podzemlju,
Grm,
Grm,
Grm,
Grmada,
Grmovlje,
Grobelce,
Grobelno - del,
Grobelno - del,
Grobišče,
Groblje pri Prekopi,
Grosuplje,
Gruča,
Grudnica,
Grušce,
Grušena,
Gruškovec,
Grušova,
Grušovlje,
Gržeča vas,
Gubno,
Gumberk,
Gumnišče,
Gunclje,
Gunte,
Hajdoše,
Hajndl,
Hajnsko,
Hardek,
Harije,
Harje,
Hercegovščak,
Herinja vas,
Hermanci,
Hinje,
Hinje,
Hiteno,
Hlaponci,
Hlavče Njive,
Hlebce,
Hlebče,
Hleviše,
Hlevni Vrh,
Hlevnik,
Hmeljčič,
Hobovše pri Stari Oselici,
Hočevje,
Hočko Pohorje,
Hodoš,
Hohovica,
Hojče,
Hom,
Homec,
Homec,
Homec,
Homec,
Horjul,
Hosta,
Hošnica,
Hotavlje,
Hotedršica,
Hotemaže,
Hotemež,
Hotična,
Hotinja vas,
Hotiza,
Hotovlja,
Hotunje,
Hramše,
Hranjigovci,
Hrast pri Jugorju,
Hrast pri Vinici,
Hrastek,
Hrastenice,
Hrastje ob Bistrici,
Hrastje pri Cerkljah,
Hrastje pri Grosupljem,
Hrastje pri Mirni Peči,
Hrastje,
Hrastje,
Hrastje,
Hrastje,
Hrastje - Mota,
Hrastnik pri Trojanah,
Hrastnik,
Hrastnik,
Hrastnik,
Hrastno,
Hrastov Dol,
Hrastovec pod Bočem,
Hrastovec v Slovenskih Goricah,
Hrastovec,
Hrastovec,
Hrastovica,
Hrastovlje,
Hrastulje,
Hrašče,
Hrašče,
Hraše pri Preddvoru,
Hraše,
Hraše,
Hrašenski Vrh,
Hrenca,
Hrenova,
Hrenovice,
Hrib nad Ribčami,
Hrib pri Cerovcu,
Hrib pri Fari,
Hrib pri Hinjah,
Hrib pri Kamniku,
Hrib pri Orehku,
Hrib pri Rožnem Dolu,
